# LAMMPS data file written by OVITO Basic 3.10.6

810 atoms
4 atom types

-2.3933395796 11.9666978977 xlo xhi
-4.1453857515 8.290771503 ylo yhi
-13.0599371573 26.1198743146 zlo zhi
-7.1800187385 0.0 0.0 xy xz yz

Masses

1 95.95  # Mo
2 15.9994  # O
3 26.981538  # Al
4 32.06  # S

Atoms  # atomic

1 3 -2.3933395796 -1.3817952505 -2.4210712566
2 3 -1.0000000827e-10 -2.763590501 -4.1088973221
3 3 -2.3933395796 -4.1453857515 -4.5977274495
4 3 -2.3933395796 -1.3817952505 -6.285553515
5 3 -2.3933395796 -4.1453857515 -11.1276960281
6 3 -2.3933395796 -1.3817952505 -12.8155220936
7 3 -1.0000000827e-10 -2.763590501 -0.2444150637
8 3 -2.3933395796 -4.1453857515 -1.9322411292
9 3 -1.0000000827e-10 -2.763590501 -6.7743836424
10 3 -2.3933395796 -4.1453857515 -8.4622097079
11 3 -2.3933395796 -1.3817952505 -8.9510398352
12 3 -1.0000000827e-10 -2.763590501 -10.6388659007
13 2 -1.4672271876 -2.763590501 -5.4416404822
14 2 -0.7336135938 -1.2706560175 -3.2649842894
15 2 0.7336135937 -1.4929344834 -5.4416404822
16 2 0.7336135937 -4.0342465185 -5.4416404822
17 2 -3.1269531734 -2.874729734 -3.2649842894
18 2 -0.926112392 -4.1453857515 -3.2649842894
19 2 -3.8605667672 -1.3817952505 -1.0883280965
20 2 -0.7336135938 -4.0342465185 -11.9716090609
21 2 -1.6597259858 -0.1111392329 -1.0883280965
22 2 -1.6597259858 -2.652451268 -1.0883280965
23 2 -0.7336135938 -1.4929344834 -11.9716090609
24 2 1.4672271875 -2.763590501 -11.9716090609
25 2 0.9261123919 -4.1453857515 -9.794952868
26 2 -3.1269531734 -2.652451268 -7.6182966751
27 2 -1.6597259858 -2.874729734 -9.794952868
28 2 -4.0530655654 -1.2706560175 -9.794952868
29 2 -3.1269531734 -0.1111392329 -7.6182966751
30 2 -0.926112392 -1.3817952505 -7.6182966751
31 3 -2.3933395796 -1.3817952505 10.6388659007
32 3 -1.0000000827e-10 -2.763590501 8.9510398352
33 3 -2.3933395796 -4.1453857515 8.4622097078
34 3 -2.3933395796 -1.3817952505 6.7743836423
35 3 -2.3933395796 -4.1453857515 1.9322411292
36 3 -2.3933395796 -1.3817952505 0.2444150637
37 3 -1.0000000827e-10 -2.763590501 12.8155220936
38 3 -2.3933395796 -4.1453857515 11.1276960281
