# LAMMPS data file written by OVITO Basic 3.10.6

162 atoms
2 atom types

-4.7431424899 4.7431424899 xlo xhi
-2.7384543965 5.476908793 ylo yhi
-12.3230106467 24.6460212934 zlo zhi
4.7431424899 0.0 0.0 xy xz yz

Masses

1 95.94  # Mo
2 32.065  # S

Atoms  # atomic

1 1 -3.1620934122 -1.8256371771 -3.0807526617
2 1 -1.5810490777 -0.9128172193 -9.242257985
3 2 -3.1620934122 -1.8256371771 -10.8059095181
4 2 -1.5810490777 -0.9128172193 -1.5171504206
5 2 -3.1620934122 -1.8256371771 -7.678606452
6 2 -1.5810490777 -0.9128172193 -4.6443549027
7 1 -3.1620934122 -1.8256371771 9.242257985
8 1 -1.5810490777 -0.9128172193 3.0807526617
9 2 -3.1620934122 -1.8256371771 1.5171011286
10 2 -1.5810490777 -0.9128172193 10.8058602261
11 2 -3.1620934122 -1.8256371771 4.6444041947
12 2 -1.5810490777 -0.9128172193 7.678655744
13 1 -3.1620934122 -1.8256371771 21.5652686317
14 1 -1.5810490777 -0.9128172193 15.4037633084
15 2 -3.1620934122 -1.8256371771 13.8401117753
16 2 -1.5810490777 -0.9128172193 23.1288708728
17 2 -3.1620934122 -1.8256371771 16.9674148415
18 2 -1.5810490777 -0.9128172193 20.0016663907
19 1 -1.5810459156 0.9128172193 -3.0807526617
20 1 -1.5810475049e-06 1.8256371771 -9.242257985
21 2 -1.5810459156 0.9128172193 -10.8059095181
22 2 -1.5810475049e-06 1.8256371771 -1.5171504206
23 2 -1.5810459156 0.9128172193 -7.678606452
24 2 -1.5810475049e-06 1.8256371771 -4.6443549027
25 1 -1.5810459156 0.9128172193 9.242257985
26 1 -1.5810475049e-06 1.8256371771 3.0807526617
27 2 -1.5810459156 0.9128172193 1.5171011286
28 2 -1.5810475049e-06 1.8256371771 10.8058602261
29 2 -1.5810459156 0.9128172193 4.6444041947
30 2 -1.5810475049e-06 1.8256371771 7.678655744
31 1 -1.5810459156 0.9128172193 21.5652686317
32 1 -1.5810475049e-06 1.8256371771 15.4037633084
33 2 -1.5810459156 0.9128172193 13.8401117753
34 2 -1.5810475049e-06 1.8256371771 23.1288708728
35 2 -1.5810459156 0.9128172193 16.9674148415
36 2 -1.5810475049e-06 1.8256371771 20.0016663907
37 1 1.581047502e-06 3.6512716158 -3.0807526617
38 1 1.5810459156 4.5640915736 -9.242257985
39 2 1.581047502e-06 3.6512716158 -10.8059095181
40 2 1.5810459156 4.5640915736 -1.5171504206
41 2 1.581047502e-06 3.6512716158 -7.678606452
42 2 1.5810459156 4.5640915736 -4.6443549027
43 1 1.581047502e-06 3.6512716158 9.242257985
44 1 1.5810459156 4.5640915736 3.0807526617
45 2 1.581047502e-06 3.6512716158 1.5171011286
46 2 1.5810459156 4.5640915736 10.8058602261
47 2 1.581047502e-06 3.6512716158 4.6444041947
48 2 1.5810459156 4.5640915736 7.678655744
49 1 1.581047502e-06 3.6512716158 21.5652686317
50 1 1.5810459156 4.5640915736 15.4037633084
51 2 1.581047502e-06 3.6512716158 13.8401117753
52 2 1.5810459156 4.5640915736 23.1288708728
53 2 1.581047502e-06 3.6512716158 16.9674148415
54 2 1.5810459156 4.5640915736 20.0016663907
55 1 1.5810475047e-06 -1.8256371771 -3.0807526617
56 1 1.5810459156 -0.9128172193 -9.242257985
57 2 1.5810475047e-06 -1.8256371771 -10.8059095181
58 2 1.5810459156 -0.9128172193 -1.5171504206
59 2 1.5810475047e-06 -1.8256371771 -7.678606452
60 2 1.5810459156 -0.9128172193 -4.6443549027
61 1 1.5810475047e-06 -1.8256371771 9.242257985
62 1 1.5810459156 -0.9128172193 3.0807526617
63 2 1.5810475047e-06 -1.8256371771 1.5171011286
64 2 1.5810459156 -0.9128172193 10.8058602261
65 2 1.5810475047e-06 -1.8256371771 4.6444041947
66 2 1.5810459156 -0.9128172193 7.678655744
67 1 1.5810475047e-06 -1.8256371771 21.5652686317
68 1 1.5810459156 -0.9128172193 15.4037633084
69 2 1.5810475047e-06 -1.8256371771 13.8401117753
70 2 1.5810459156 -0.9128172193 23.1288708728
71 2 1.5810475047e-06 -1.8256371771 16.9674148415
72 2 1.5810459156 -0.9128172193 20.0016663907
73 1 1.5810490777 0.9128172193 -3.0807526617
74 1 3.1620934122 1.8256371771 -9.242257985
75 2 1.5810490777 0.9128172193 -10.8059095181
76 2 3.1620934122 1.8256371771 -1.5171504206
77 2 1.5810490777 0.9128172193 -7.678606452
78 2 3.1620934122 1.8256371771 -4.6443549027
79 1 1.5810490777 0.9128172193 9.242257985
80 1 3.1620934122 1.8256371771 3.0807526617
81 2 1.5810490777 0.9128172193 1.5171011286
82 2 3.1620934122 1.8256371771 10.8058602261
83 2 1.5810490777 0.9128172193 4.6444041947
84 2 3.1620934122 1.8256371771 7.678655744
85 1 1.5810490777 0.9128172193 21.5652686317
86 1 3.1620934122 1.8256371771 15.4037633084
87 2 1.5810490777 0.9128172193 13.8401117753
88 2 3.1620934122 1.8256371771 23.1288708728
89 2 1.5810490777 0.9128172193 16.9674148415
90 2 3.1620934122 1.8256371771 20.0016663907
91 1 3.1620965743 3.6512716158 -3.0807526617
92 1 4.7431409089 4.5640915736 -9.242257985
93 2 3.1620965743 3.6512716158 -10.8059095181
94 2 4.7431409089 4.5640915736 -1.5171504206
95 2 3.1620965743 3.6512716158 -7.678606452
96 2 4.7431409089 4.5640915736 -4.6443549027
97 1 3.1620965743 3.6512716158 9.242257985
98 1 4.7431409089 4.5640915736 3.0807526617
99 2 3.1620965743 3.6512716158 1.5171011286
100 2 4.7431409089 4.5640915736 10.8058602261
101 2 3.1620965743 3.6512716158 4.6444041947
102 2 4.7431409089 4.5640915736 7.678655744
103 1 3.1620965743 3.6512716158 21.5652686317
104 1 4.7431409089 4.5640915736 15.4037633084
105 2 3.1620965743 3.6512716158 13.8401117753
106 2 4.7431409089 4.5640915736 23.1288708728
107 2 3.1620965743 3.6512716158 16.9674148415
108 2 4.7431409089 4.5640915736 20.0016663907
109 1 3.1620965743 -1.8256371771 -3.0807526617
110 1 4.7431409089 -0.9128172193 -9.242257985
111 2 3.1620965743 -1.8256371771 -10.8059095181
112 2 4.7431409089 -0.9128172193 -1.5171504206
113 2 3.1620965743 -1.8256371771 -7.678606452
114 2 4.7431409089 -0.9128172193 -4.6443549027
115 1 3.1620965743 -1.8256371771 9.242257985
116 1 4.7431409089 -0.9128172193 3.0807526617
117 2 3.1620965743 -1.8256371771 1.5171011286
118 2 4.7431409089 -0.9128172193 10.8058602261
119 2 3.1620965743 -1.8256371771 4.6444041947
120 2 4.7431409089 -0.9128172193 7.678655744
121 1 3.1620965743 -1.8256371771 21.5652686317
122 1 4.7431409089 -0.9128172193 15.4037633084
123 2 3.1620965743 -1.8256371771 13.8401117753
124 2 4.7431409089 -0.9128172193 23.1288708728
125 2 3.1620965743 -1.8256371771 16.9674148415
126 2 4.7431409089 -0.9128172193 20.0016663907
127 1 4.743144071 0.9128172193 -3.0807526617
128 1 6.3241884055 1.8256371771 -9.242257985
129 2 4.743144071 0.9128172193 -10.8059095181
130 2 6.3241884055 1.8256371771 -1.5171504206
131 2 4.743144071 0.9128172193 -7.678606452
132 2 6.3241884055 1.8256371771 -4.6443549027
133 1 4.743144071 0.9128172193 9.242257985
